rule_name,J_final,F_final,Balance_final,rule_accuracy,avg_judge_injustice,extreme_event_rate,n_weeks_evaluated,n_seasons,Balance_process,Balance_comprehensive,base,delta,late_boost,protection
"DRH(b=0.30,δ=0.020,lb=0.05)",0.7532410938480907,0.484375,0.5896031190147896,0.8605442176870748,0.22307030884837004,0.05782312925170068,294,32,0.5167758514392261,0.5604722119845642,0.3,0.02,0.05,
"DRH(b=0.30,δ=0.020,lb=0.10)",0.8405979801629442,0.3809119215413159,0.5242590193640668,0.8571428571428571,0.22307030884837004,0.05782312925170068,294,32,0.4586629564455794,0.4980205941966719,0.3,0.02,0.1,
"DRH(b=0.30,δ=0.020,lb=0.15)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.8571428571428571,0.22307030884837004,0.05782312925170068,294,32,0.41553627813171795,0.451193237293812,0.3,0.02,0.15000000000000002,
"DRH(b=0.30,δ=0.020,lb=0.20)",0.9384864096921466,0.21250000000000002,0.3465346944272865,0.8367346938775511,0.22307030884837004,0.05782312925170068,294,32,0.2998441597970378,0.3278584805751871,0.3,0.02,0.2,
"DRH(b=0.30,δ=0.025,lb=0.05)",0.8567354107721418,0.3621619215413159,0.5091108728152989,0.8571428571428571,0.22307030884837004,0.05782312925170068,294,32,0.4454101683692642,0.483630591036885,0.3,0.025,0.05,
"DRH(b=0.30,δ=0.025,lb=0.10)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.8537414965986394,0.22307030884837004,0.05782312925170068,294,32,0.4147752226772642,0.4508888151120305,0.3,0.025,0.1,
"DRH(b=0.30,δ=0.025,lb=0.15)",0.9384864096921466,0.21250000000000002,0.3465346944272865,0.8367346938775511,0.22307030884837004,0.05782312925170068,294,32,0.2998441597970378,0.3278584805751871,0.3,0.025,0.15000000000000002,
"DRH(b=0.30,δ=0.025,lb=0.20)",0.9480738216002382,0.1901178823119738,0.31672307302917757,0.826530612244898,0.22307030884837004,0.05782312925170068,294,32,0.2725267272318081,0.2990445347102298,0.3,0.025,0.2,
"DRH(b=0.30,δ=0.030,lb=0.05)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.8571428571428571,0.22307030884837004,0.05782312925170068,294,32,0.41553627813171795,0.451193237293812,0.3,0.030000000000000002,0.05,
"DRH(b=0.30,δ=0.030,lb=0.10)",0.9384864096921466,0.21250000000000002,0.3465346944272865,0.8367346938775511,0.22307030884837004,0.05782312925170068,294,32,0.2998441597970378,0.3278584805751871,0.3,0.030000000000000002,0.1,
"DRH(b=0.30,δ=0.030,lb=0.15)",0.9480738216002382,0.1901178823119738,0.31672307302917757,0.8231292517006803,0.22307030884837004,0.05782312925170068,294,32,0.27201922867085504,0.29884153528584856,0.3,0.030000000000000002,0.15000000000000002,
